Title,"Actor Name",Role,"Released Year","Age Certification",Runtime,Genre,"Production Countries","Seasons Broadcasted","IMDB Score","Number of Votes"
"The Club","Asude Kalebek",ACTOR,2021,TV-14,47,drama,TR,2,7.9,7810
Versailles,"Tygh Runyan",ACTOR,2015,TV-MA,54,drama,"CA, FR",3,7.9,16273
"Monkey Twins","Dan Chupong",ACTOR,2018,NULL,53,crime,TH,1,7.9,92
"Resurrection: Ertugrul","Hülya Darcan",ACTOR,2014,TV-14,57,war,TR,5,7.9,35515
"Handsome Siblings","Wang Zhen",ACTOR,2020,NULL,45,fantasy,CN,1,7.9,614
"Medici: Masters of Florence","Gualtiero Burzi",ACTOR,2016,TV-14,54,war,"GB, IT",3,7.9,18575
"The OA","Kingsley Ben-Adir",ACTOR,2016,TV-MA,55,scifi,US,2,7.9,100911
"The Club","Salih Bademci",ACTOR,2021,TV-14,47,drama,TR,2,7.9,7810
"The Borgias","Peter Sullivan",ACTOR,2011,TV-MA,51,drama,"CA, HU, US",3,7.9,50556
"The OA","Chloë Levine",ACTOR,2016,TV-MA,55,scifi,US,2,7.9,100911
Thirty-Nine,"Park Jae-jun",ACTOR,2022,TV-MA,73,drama,KR,1,7.9,150
"Another Miss Oh","Choi Byung-mo",ACTOR,2016,TV-MA,69,drama,KR,1,7.9,1769
Versailles,"Joe Sheridan",ACTOR,2015,TV-MA,54,drama,"CA, FR",3,7.9,16273
"Den-noh Coil","Kikumi Umeda",ACTOR,2007,TV-Y7,25,scifi,JP,1,7.9,863
Merlin,"Angel Coulby",ACTOR,2008,TV-PG,44,action,GB,5,7.9,80138
"Monzón: A Knockout Blow","Andrés Gil",ACTOR,2019,TV-MA,45,crime,AR,1,7.9,717
"Resurrection: Ertugrul","Kaan Taşaner",ACTOR,2014,TV-14,57,war,TR,5,7.9,35515
"Resurrection: Ertugrul","Esra Bilgiç",ACTOR,2014,TV-14,57,war,TR,5,7.9,35515
"Resurrection: Ertugrul","Didem Balçın",ACTOR,2014,TV-14,57,war,TR,5,7.9,35515
"Resurrection: Ertugrul","Cengiz Coşkun",ACTOR,2014,TV-14,57,war,TR,5,7.9,35515
"Resurrection: Ertugrul","Cavit Çetin Güner",ACTOR,2014,TV-14,57,war,TR,5,7.9,35515
"Resurrection: Ertugrul","Arda Anarat",ACTOR,2014,TV-14,57,war,TR,5,7.9,35515
"Resurrection: Ertugrul","Burak Temiz",ACTOR,2014,TV-14,57,war,TR,5,7.9,35515
"Resurrection: Ertugrul","Gökhan Karacık",ACTOR,2014,TV-14,57,war,TR,5,7.9,35515
"Resurrection: Ertugrul","Celal Al",ACTOR,2014,TV-14,57,war,TR,5,7.9,35515
"Resurrection: Ertugrul","Nurettin Sönmez",ACTOR,2014,TV-14,57,war,TR,5,7.9,35515
"Resurrection: Ertugrul","Osman Soykut",ACTOR,2014,TV-14,57,war,TR,5,7.9,35515
"Monkey Twins","Prasart Thongaram",ACTOR,2018,NULL,53,crime,TH,1,7.9,92
"Monkey Twins","Jirawat Wachirasarunpat",ACTOR,2018,NULL,53,crime,TH,1,7.9,92
"The OA","Brendan Meyer",ACTOR,2016,TV-MA,55,scifi,US,2,7.9,100911
"KILL la KILL","Mayumi Shintani",ACTOR,2013,TV-MA,25,action,JP,1,7.9,13372
"The Princess Weiyoung","Li Xinai",ACTOR,2016,TV-14,45,drama,CN,1,7.9,767
"Monkey Twins","Phakin Khamwilaisak",ACTOR,2018,NULL,53,crime,TH,1,7.9,92
"Hibana: Spark",Nahana,ACTOR,2016,NULL,53,drama,JP,1,7.9,798
"Cocaine Coast","Monti Castiñeiras",ACTOR,2018,TV-MA,67,drama,ES,1,7.9,3696
"Transformers: Prime","Peter Cullen",ACTOR,2010,TV-Y7,22,action,US,4,7.9,6500
Bloodline,"Sissy Spacek",ACTOR,2015,TV-MA,57,drama,US,3,7.9,50028
"One Spring Night","Lee Yoo-jin",ACTOR,2019,NULL,47,drama,KR,1,7.9,2503
"How to Sell Drugs Online (Fast)","Damian Hardung",ACTOR,2019,TV-MA,32,drama,DE,3,7.9,30734
"Handsome Siblings","Mao Linlin",ACTOR,2020,NULL,45,fantasy,CN,1,7.9,614
"One Spring Night","Kim Jung-young",ACTOR,2019,NULL,47,drama,KR,1,7.9,2503
"The Club","Gökçe Bahadır",ACTOR,2021,TV-14,47,drama,TR,2,7.9,7810
"Monzón: A Knockout Blow","Jorge Román",ACTOR,2019,TV-MA,45,crime,AR,1,7.9,717
"The Borgias","Joanne Whalley",ACTOR,2011,TV-MA,51,drama,"CA, HU, US",3,7.9,50556
Merlin,"Richard Wilson",ACTOR,2008,TV-PG,44,action,GB,5,7.9,80138
"Inside Bill's Brain: Decoding Bill Gates","Bill Gates",ACTOR,2019,TV-14,50,documentation,US,1,7.9,10776
"Monkey Twins","Sumret Muengput",ACTOR,2018,NULL,53,crime,TH,1,7.9,92
Dérapages,"Alex Lutz",ACTOR,2014,NULL,53,drama,FR,2,7.9,14
"Big Mouth","Jordan Peele",ACTOR,2017,TV-MA,27,animation,US,6,7.9,74660
"Suburra: Blood on Rome","Adamo Dionisi",ACTOR,2017,TV-MA,48,crime,IT,3,7.9,14346
"Queen of the South","Hemky Madera",ACTOR,2016,TV-MA,42,drama,US,5,7.9,28537
"Rise of Empires: Ottoman","Ilayda Akdoğan",ACTOR,2020,NULL,45,documentation,TR,2,7.9,22045
"How to Sell Drugs Online (Fast)","Roland Riebeling",ACTOR,2019,TV-MA,32,drama,DE,3,7.9,30734
"Hibana: Spark","Shota Sometani",ACTOR,2016,NULL,53,drama,JP,1,7.9,798
Versailles,"Amira Casar",ACTOR,2015,TV-MA,54,drama,"CA, FR",3,7.9,16273
"The Sinner","Ronin Wong",ACTOR,2017,TV-MA,45,crime,US,4,7.9,117055
"Search: WWW","Im Soo-jung",ACTOR,2019,NULL,72,comedy,KR,1,7.9,1308
"Den-noh Coil","Kyôko Dônowaki",ACTOR,2007,TV-Y7,25,scifi,JP,1,7.9,863
Dérapages,"Xavier Robic",ACTOR,2014,NULL,53,drama,FR,2,7.9,14
Dérapages,"Cyril Couton",ACTOR,2014,NULL,53,drama,FR,2,7.9,14
Lilyhammer,"Kyrre Hellum",ACTOR,2012,TV-MA,45,crime,NO,3,7.9,29196
Lilyhammer,"Steinar Sagen",ACTOR,2012,TV-MA,45,crime,NO,3,7.9,29196
"Search: WWW","Jin-ho Song",ACTOR,2019,NULL,72,comedy,KR,1,7.9,1308
"Meteor Garden","Darren Chen",ACTOR,2018,TV-14,45,comedy,CN,1,7.9,3921
Dérapages,"Alice de Lencquesaing",ACTOR,2014,NULL,53,drama,FR,2,7.9,14
"Mad for Each Other","Jung Woo",ACTOR,2021,NULL,35,drama,KR,1,7.9,1518
"Monzón: A Knockout Blow","Alexia Moyano",ACTOR,2019,TV-MA,45,crime,AR,1,7.9,717
"The Princess Weiyoung","Lily Tien",ACTOR,2016,TV-14,45,drama,CN,1,7.9,767
"Resurrection: Ertugrul","Osman SOYKUT",ACTOR,2014,TV-14,57,war,TR,5,7.9,35515
"Autumn's Concerto","Ady An",ACTOR,2009,TV-14,58,drama,TW,1,7.9,475
"How to Sell Drugs Online (Fast)","Maximilian Mundt",ACTOR,2019,TV-MA,32,drama,DE,3,7.9,30734
"Den-noh Coil","Daisuke Gouri",ACTOR,2007,TV-Y7,25,scifi,JP,1,7.9,863
"Search: WWW","Woo Ji-hyeon",ACTOR,2019,NULL,72,comedy,KR,1,7.9,1308
"The Spy","Moni Moshonov",ACTOR,2019,TV-MA,53,drama,FR,1,7.9,40535
Thirty-Nine,"Seo Hyun-chul",ACTOR,2022,TV-MA,73,drama,KR,1,7.9,150
"Medici: Masters of Florence","Synnøve Karlsen",ACTOR,2016,TV-14,54,war,"GB, IT",3,7.9,18575
"Monkey Twins","Warawut Poyim",ACTOR,2018,NULL,53,crime,TH,1,7.9,92
"Cocaine Coast","Xosé A. Touriñán",ACTOR,2018,TV-MA,67,drama,ES,1,7.9,3696
"The OA","Brandon Perea",ACTOR,2016,TV-MA,55,scifi,US,2,7.9,100911
"The Borgias","Vernon Dobtcheff",ACTOR,2011,TV-MA,51,drama,"CA, HU, US",3,7.9,50556
"Meteor Garden","Dee Hsu",ACTOR,2018,TV-14,45,comedy,CN,1,7.9,3921
"Kid Cosmic","Jack Fisher",ACTOR,2021,TV-Y7,23,action,US,3,7.9,1354
"Handsome Siblings","Liang Jie",ACTOR,2020,NULL,45,fantasy,CN,1,7.9,614
Versailles,"Lizzie Brocheré",ACTOR,2015,TV-MA,54,drama,"CA, FR",3,7.9,16273
"Another Miss Oh","Eric Mun",ACTOR,2016,TV-MA,69,drama,KR,1,7.9,1769
"Monzón: A Knockout Blow","Rodrigo Pedreira",ACTOR,2019,TV-MA,45,crime,AR,1,7.9,717
"Meteor Garden","Wang Lin",ACTOR,2018,TV-14,45,comedy,CN,1,7.9,3921
Versailles,"Elisa Lasowski",ACTOR,2015,TV-MA,54,drama,"CA, FR",3,7.9,16273
"Boys Over Flowers","Jung Ho-bin",ACTOR,2009,TV-14,64,comedy,KR,1,7.9,11579
"Suburra: Blood on Rome","Carlotta Antonelli",ACTOR,2017,TV-MA,48,crime,IT,3,7.9,14346
"Into the Badlands","Aramis Knight",ACTOR,2015,TV-14,43,action,US,3,7.9,45628
"Suburra: Blood on Rome","Alessandro Bernardini",ACTOR,2017,TV-MA,48,crime,IT,3,7.9,14346
"Handsome Siblings","Hu Yitian",ACTOR,2020,NULL,45,fantasy,CN,1,7.9,614
"On My Block","Jessica Marie Garcia",ACTOR,2018,TV-14,29,comedy,US,4,7.9,15642
"Carmen Sandiego","Michael Goldsmith",ACTOR,2019,TV-Y7,23,action,US,4,7.9,5557
Dérapages,"Nicolas Martinez",ACTOR,2014,NULL,53,drama,FR,2,7.9,14
"The OA","Ian Alexander",ACTOR,2016,TV-MA,55,scifi,US,2,7.9,100911
"Search: WWW","Tak Woo-suk",ACTOR,2019,NULL,72,comedy,KR,1,7.9,1308
"On My Block","Diego Tinoco",ACTOR,2018,TV-14,29,comedy,US,4,7.9,15642
"On My Block","Brett Gray",ACTOR,2018,TV-14,29,comedy,US,4,7.9,15642
"On My Block","Jason Genao",ACTOR,2018,TV-14,29,comedy,US,4,7.9,15642
Giri/Haji,"Tony Pitts",ACTOR,2019,TV-MA,58,thriller,GB,1,7.8,13570
"She-Ra and the Princesses of Power","Jacob Tobia",ACTOR,2018,TV-Y7,24,scifi,US,5,7.8,14935
"The Good Bandit","Sebastián Sánchez",ACTOR,2019,NULL,53,drama,CO,1,7.8,99
"The Good Bandit","Isabella Barragán",ACTOR,2019,NULL,53,drama,CO,1,7.8,99
"The Magic School Bus","Malcolm-Jamal Warner",ACTOR,1994,TV-Y,26,scifi,"US, CA",4,7.8,9708
"Check The Store Next Door","Dion Wiyoko",ACTOR,2018,TV-14,30,comedy,ID,2,7.8,129
"Workin' Moms","Hong Eun-hee",ACTOR,2017,TV-MA,22,comedy,CA,6,7.8,14892
Undercover,"Gökhan Girginol",ACTOR,2019,TV-MA,49,drama,BE,3,7.8,16773
"El Chapo","Humberto Busto",ACTOR,2017,TV-MA,44,drama,US,3,7.8,17992
"Girls from Ipanema","Maria Casadevall",ACTOR,2019,TV-MA,57,drama,BR,2,7.8,3423
"Check The Store Next Door",Awwe,ACTOR,2018,TV-14,30,comedy,ID,2,7.8,129
Charité,"Max Wagner",ACTOR,2017,TV-MA,49,drama,DE,3,7.8,3274
"She-Ra and the Princesses of Power","AJ Michalka",ACTOR,2018,TV-Y7,24,scifi,US,5,7.8,14935
"Happy Endings","Zachary Knighton",ACTOR,2011,TV-14,21,comedy,US,3,7.8,37778
"Mobile Suit Gundam Unicorn","Shinji Ogawa",ACTOR,2010,TV-14,35,action,JP,2,7.8,1291
"The Good Bandit","Katherine Porto",ACTOR,2019,NULL,53,drama,CO,1,7.8,99
"Girls from Ipanema","Ícaro Silva",ACTOR,2019,TV-MA,57,drama,BR,2,7.8,3423
"Secrets of Great British Castles","Dan Jones",ACTOR,2015,TV-PG,51,documentation,GB,2,7.8,1031
"The Staircase","David Rudolf",ACTOR,2004,TV-MA,49,crime,FR,2,7.8,21531
"The Good Bandit","Ana María Arango",ACTOR,2019,NULL,53,drama,CO,1,7.8,99
iZombie,"David Anders",ACTOR,2015,TV-14,42,scifi,US,5,7.8,66488
"Buddy Thunderstruck","Leigh Kelly",ACTOR,2017,TV-Y7,22,comedy,US,2,7.8,489
"Jane the Virgin","Jaime Camil",ACTOR,2014,TV-14,42,drama,US,5,7.8,46286
Imposters,"Parker Young",ACTOR,2017,TV-14,43,drama,US,2,7.8,13238
Gotham,"Camren Bicondova",ACTOR,2014,TV-14,43,scifi,US,5,7.8,226081
"The Staircase","Tom Maher",ACTOR,2004,TV-MA,49,crime,FR,2,7.8,21531
"Myths & Monsters","Nicholas Day",ACTOR,2017,TV-PG,43,documentation,GB,1,7.8,811
Giri/Haji,Katsuya,ACTOR,2019,TV-MA,58,thriller,GB,1,7.8,13570
Gotham,"Robin Lord Taylor",ACTOR,2014,TV-14,43,scifi,US,5,7.8,226081
Imposters,"Inbar Lavi",ACTOR,2017,TV-14,43,drama,US,2,7.8,13238
"El Chapo","Hernán Romo",ACTOR,2017,TV-MA,44,drama,US,3,7.8,17992
"100 Days My Prince","Yeon-ah Oh",ACTOR,2018,TV-14,75,drama,KR,1,7.8,1938
"Crazy Ex-Girlfriend","Gabrielle Ruiz",ACTOR,2015,TV-14,42,comedy,US,4,7.8,19738
"A Series of Unfortunate Events","Presley Smith",ACTOR,2017,TV-PG,47,action,US,3,7.8,59239
"Komi Can't Communicate","Ai Yoshikawa",ACTOR,2021,TV-14,24,drama,JP,2,7.8,4358
"Russian Doll","Elizabeth Ashley",ACTOR,2019,TV-MA,28,drama,US,2,7.8,88945
iZombie,"Bryce Hodgson",ACTOR,2015,TV-14,42,scifi,US,5,7.8,66488
"She-Ra and the Princesses of Power","Génesis Rodríguez",ACTOR,2018,TV-Y7,24,scifi,US,5,7.8,14935
iZombie,"Malcolm Goodwin",ACTOR,2015,TV-14,42,scifi,US,5,7.8,66488
Erased,"Reo Uchikawa",ACTOR,2017,TV-14,28,drama,JP,1,7.8,3596
"Zac & Mia","Kian Lawley",ACTOR,2017,TV-14,20,drama,US,2,7.8,622
Charité,"Thimo Meitner",ACTOR,2017,TV-MA,49,drama,DE,3,7.8,3274
"El Chapo","Tete Espinoza",ACTOR,2017,TV-MA,44,drama,US,3,7.8,17992
"El Chapo","Juan Carlos Olivas",ACTOR,2017,TV-MA,44,drama,US,3,7.8,17992
"Check The Store Next Door","Adjis Doaibu",ACTOR,2018,TV-14,30,comedy,ID,2,7.8,129
"Check The Store Next Door","Budi Dalton",ACTOR,2018,TV-14,30,comedy,ID,2,7.8,129
"Check The Store Next Door","Yusril Fahriza",ACTOR,2018,TV-14,30,comedy,ID,2,7.8,129
Giri/Haji,"Yuko Nakamura",ACTOR,2019,TV-MA,58,thriller,GB,1,7.8,13570
Erased,"Hidekazu Mashima",ACTOR,2017,TV-14,28,drama,JP,1,7.8,3596
"Buddy Thunderstruck","J.D. Ryznar",ACTOR,2017,TV-Y7,22,comedy,US,2,7.8,489
"The Good Bandit","Tiberio Cruz",ACTOR,2019,NULL,53,drama,CO,1,7.8,99
Undercover,"Jeroen Van der Ven",ACTOR,2019,TV-MA,49,drama,BE,3,7.8,16773
"Life Plan A and B","Diane Lin",ACTOR,2017,TV-PG,80,drama,TW,1,7.8,106
"Life Plan A and B","Andy Wu",ACTOR,2017,TV-PG,80,drama,TW,1,7.8,106
iZombie,"Robert Buckley",ACTOR,2015,TV-14,42,scifi,US,5,7.8,66488
"Buddy Thunderstruck","Justin Michael",ACTOR,2017,TV-Y7,22,comedy,US,2,7.8,489
"100 Days My Prince","Nam Ji-hyun",ACTOR,2018,TV-14,75,drama,KR,1,7.8,1938
Giri/Haji,"Yosuke Kubozuka",ACTOR,2019,TV-MA,58,thriller,GB,1,7.8,13570
"Heartbreak High","Putu Winchester",ACTOR,1994,TV-MA,47,drama,AU,7,7.8,3106
"Memories of the Alhambra","Han Bo-reum",ACTOR,2018,TV-MA,68,action,KR,1,7.8,5363
"Life Plan A and B","Kenny Yen",ACTOR,2017,TV-PG,80,drama,TW,1,7.8,106
"A Series of Unfortunate Events","Malina Weissman",ACTOR,2017,TV-PG,47,action,US,3,7.8,59239
"A Series of Unfortunate Events","K. Todd Freeman",ACTOR,2017,TV-PG,47,action,US,3,7.8,59239
Gotham,"Cory Michael Smith",ACTOR,2014,TV-14,43,scifi,US,5,7.8,226081
"She-Ra and the Princesses of Power","ND Stevenson",ACTOR,2018,TV-Y7,24,scifi,US,5,7.8,14935
"Unsolved: The Murders of Tupac and The Notorious B.I.G.","Marcc Rose",ACTOR,2018,TV-MA,45,crime,US,1,7.8,7651
Erased,"Rinka Kakihara",ACTOR,2017,TV-14,28,drama,JP,1,7.8,3596
"Unsolved: The Murders of Tupac and The Notorious B.I.G.","Aisha Hinds",ACTOR,2018,TV-MA,45,crime,US,1,7.8,7651
"Myths & Monsters","William Simpson",ACTOR,2017,TV-PG,43,documentation,GB,1,7.8,811
"Myths & Monsters","Liz Gloyn",ACTOR,2017,TV-PG,43,documentation,GB,1,7.8,811
"Myths & Monsters","Joanne Shortt Butler",ACTOR,2017,TV-PG,43,documentation,GB,1,7.8,811
"Buddy Thunderstruck","Harry Chaskin",ACTOR,2017,TV-Y7,22,comedy,US,2,7.8,489
"Girls from Ipanema","Leandro Lima",ACTOR,2019,TV-MA,57,drama,BR,2,7.8,3423
Gotham,"Ben McKenzie",ACTOR,2014,TV-14,43,scifi,US,5,7.8,226081
"She-Ra and the Princesses of Power","Krystal Joy Brown",ACTOR,2018,TV-Y7,24,scifi,US,5,7.8,14935
"Carole & Tuesday","Kana Ichinose",ACTOR,2019,TV-PG,23,scifi,JP,1,7.8,1979
"Jane the Virgin","Yael Grobglas",ACTOR,2014,TV-14,42,drama,US,5,7.8,46286
NCIS,"Sean Murray",ACTOR,2003,TV-14,44,action,US,19,7.8,141049
"Carole & Tuesday","Miyadera Tomoko",ACTOR,2019,TV-PG,23,scifi,JP,1,7.8,1979
Mine,"Jo Yoon-seo",ACTOR,2021,TV-14,69,drama,KR,1,7.8,1101
"The Charming Stepmom","Nammon Krittanai Arsalprakit",ACTOR,2019,TV-14,56,family,TH,1,7.8,17
"Crazy Ex-Girlfriend","Scott Michael Foster",ACTOR,2015,TV-14,42,comedy,US,4,7.8,19738
"Unsolved: The Murders of Tupac and The Notorious B.I.G.","Michael Harney",ACTOR,2018,TV-MA,45,crime,US,1,7.8,7651
Gotham,"Erin Richards",ACTOR,2014,TV-14,43,scifi,US,5,7.8,226081
"Unsolved: The Murders of Tupac and The Notorious B.I.G.","Sarkis Ninos",ACTOR,2018,TV-MA,45,crime,US,1,7.8,7651
"Girls from Ipanema","Pathy Dejesus",ACTOR,2019,TV-MA,57,drama,BR,2,7.8,3423
Imposters,"Brian Benben",ACTOR,2017,TV-14,43,drama,US,2,7.8,13238
"Jane the Virgin","Justin Baldoni",ACTOR,2014,TV-14,42,drama,US,5,7.8,46286
"Jane the Virgin","Ivonne Coll",ACTOR,2014,TV-14,42,drama,US,5,7.8,46286
"She-Ra and the Princesses of Power","Merit Leighton",ACTOR,2018,TV-Y7,24,scifi,US,5,7.8,14935
NCIS,"Brian Dietzen",ACTOR,2003,TV-14,44,action,US,19,7.8,141049
"The Staircase","Ron Guerette",ACTOR,2004,TV-MA,49,crime,FR,2,7.8,21531
"She-Ra and the Princesses of Power","Regi Davis",ACTOR,2018,TV-Y7,24,scifi,US,5,7.8,14935
"She-Ra and the Princesses of Power","Reshma Shetty",ACTOR,2018,TV-Y7,24,scifi,US,5,7.8,14935
"Buddy Thunderstruck","Nick Shakoour",ACTOR,2017,TV-Y7,22,comedy,US,2,7.8,489
"100 Days My Prince","Jung Ji-hoon",ACTOR,2018,TV-14,75,drama,KR,1,7.8,1938
"100 Days My Prince","Ji Min-hyuk",ACTOR,2018,TV-14,75,drama,KR,1,7.8,1938
Iris,"Lee Jeong-kil",ACTOR,2009,TV-14,61,action,KR,2,7.8,1951
Mine,"Ok Ja-yeon",ACTOR,2021,TV-14,69,drama,KR,1,7.8,1101
"Carole & Tuesday","Sumire Uesaka",ACTOR,2019,TV-PG,23,scifi,JP,1,7.8,1979
Mine,"Lee Bo-young",ACTOR,2021,TV-14,69,drama,KR,1,7.8,1101
Iris,"Yoon Doo-joon",ACTOR,2009,TV-14,61,action,KR,2,7.8,1951
"Memories of the Alhambra","Park Hoon",ACTOR,2018,TV-MA,68,action,KR,1,7.8,5363
"Never Have I Ever","Jaren Lewison",ACTOR,2020,TV-14,28,drama,US,4,7.8,45346
"Check The Store Next Door",Liant,ACTOR,2018,TV-14,30,comedy,ID,2,7.8,129
Iris,"Kim Seung-woo",ACTOR,2009,TV-14,61,action,KR,2,7.8,1951
"Rust Valley Restorers","Avery Shoaf",ACTOR,2018,TV-14,45,documentation,CA,4,7.8,2732
"Rust Valley Restorers","Connor Hall",ACTOR,2018,TV-14,45,documentation,CA,4,7.8,2732
"She-Ra and the Princesses of Power","Zehra Fazal",ACTOR,2018,TV-Y7,24,scifi,US,5,7.8,14935
"Workin' Moms","Park Gun-hyung",ACTOR,2017,TV-MA,22,comedy,CA,6,7.8,14892
"Conversations with a Killer: The Ted Bundy Tapes","Hugh Aynesworth",ACTOR,2019,TV-MA,59,crime,US,1,7.8,27439
"Conversations with a Killer: The Ted Bundy Tapes","Stephen Michaud",ACTOR,2019,TV-MA,59,crime,US,1,7.8,27439
"Conversations with a Killer: The Ted Bundy Tapes","Ted Bundy",ACTOR,2019,TV-MA,59,crime,US,1,7.8,27439
Iris,"Oh Yeon-soo",ACTOR,2009,TV-14,61,action,KR,2,7.8,1951
Undercover,"Tom Waes",ACTOR,2019,TV-MA,49,drama,BE,3,7.8,16773
Iris,"Lee Bo-hee",ACTOR,2009,TV-14,61,action,KR,2,7.8,1951
"Carole & Tuesday","Celeina Ann",ACTOR,2019,TV-PG,23,scifi,JP,1,7.8,1979
"Carole & Tuesday","Nai Br.XX",ACTOR,2019,TV-PG,23,scifi,JP,1,7.8,1979
"Carole & Tuesday",Alisa,ACTOR,2019,TV-PG,23,scifi,JP,1,7.8,1979
"Children of Adam","Maxim Khalil",ACTOR,2020,TV-14,41,action,LB,1,7.8,170
Mine,"Jung Hyeon-jun",ACTOR,2021,TV-14,69,drama,KR,1,7.8,1101
Gotham,"Sean Pertwee",ACTOR,2014,TV-14,43,scifi,US,5,7.8,226081
Mine,"Jung Yi-seo",ACTOR,2021,TV-14,69,drama,KR,1,7.8,1101
"Rust Valley Restorers","Mike Hall",ACTOR,2018,TV-14,45,documentation,CA,4,7.8,2732
"SanPa: Sins of the Savior","Andrea Delogu",ACTOR,2020,NULL,57,documentation,IT,1,7.8,1488
Giri/Haji,"Masahiro Motoki",ACTOR,2019,TV-MA,58,thriller,GB,1,7.8,13570
"The Charming Stepmom","Vill Wannarot Sonthichai",ACTOR,2019,TV-14,56,family,TH,1,7.8,17
Erased,"Mio Yuki",ACTOR,2017,TV-14,28,drama,JP,1,7.8,3596
"The Good Bandit","Jimena Durán Hasbún",ACTOR,2019,NULL,53,drama,CO,1,7.8,99
NCIS,"Katrina Law",ACTOR,2003,TV-14,44,action,US,19,7.8,141049
Undercover,"Ruth Becquart",ACTOR,2019,TV-MA,49,drama,BE,3,7.8,16773
Giri/Haji,"Yoshiki Minato",ACTOR,2019,TV-MA,58,thriller,GB,1,7.8,13570
Giri/Haji,"Aoi Okuyama",ACTOR,2019,TV-MA,58,thriller,GB,1,7.8,13570
"The Staircase","Michael Peterson",ACTOR,2004,TV-MA,49,crime,FR,2,7.8,21531
"Memories of the Alhambra",Chanyeol,ACTOR,2018,TV-MA,68,action,KR,1,7.8,5363
"100 Days My Prince","Doh Kyung-soo",ACTOR,2018,TV-14,75,drama,KR,1,7.8,1938
"Buddy Thunderstruck","Ryan Wiesbrock",ACTOR,2017,TV-Y7,22,comedy,US,2,7.8,489
"Never Have I Ever","Maitreyi Ramakrishnan",ACTOR,2020,TV-14,28,drama,US,4,7.8,45346
"Never Have I Ever","Lee Rodriguez",ACTOR,2020,TV-14,28,drama,US,4,7.8,45346
Mine,"Yoon Geumseon-ah",ACTOR,2021,TV-14,69,drama,KR,1,7.8,1101
"Girls from Ipanema","Larissa Nunes",ACTOR,2019,TV-MA,57,drama,BR,2,7.8,3423
Mine,"Kim Hye-hwa",ACTOR,2021,TV-14,69,drama,KR,1,7.8,1101
"The Innocent","Alejandro Toro Cuenca",ACTOR,2021,TV-MA,58,crime,ES,1,7.8,29019
"Children of Adam","Qays Sheikh Najib",ACTOR,2020,TV-14,41,action,LB,1,7.8,170
"Children of Adam","Sawsan Abou Affar",ACTOR,2020,TV-14,41,action,LB,1,7.8,170
"Unsolved: The Murders of Tupac and The Notorious B.I.G.","Jimmi Simpson",ACTOR,2018,TV-MA,45,crime,US,1,7.8,7651
Undercover,"Nazmiye Oral",ACTOR,2019,TV-MA,49,drama,BE,3,7.8,16773
"Girls from Ipanema","Alexandre Cioletti",ACTOR,2019,TV-MA,57,drama,BR,2,7.8,3423
"Sweet Tooth","Dania Ramirez",ACTOR,2021,TV-14,45,scifi,US,2,7.8,49182
Erased,"Tomoka Kurotani",ACTOR,2017,TV-14,28,drama,JP,1,7.8,3596
Erased,"Yuki Furukawa",ACTOR,2017,TV-14,28,drama,JP,1,7.8,3596
NCIS,"David McCallum",ACTOR,2003,TV-14,44,action,US,19,7.8,141049
"Life Plan A and B","Johnny Lu",ACTOR,2017,TV-PG,80,drama,TW,1,7.8,106
"SanPa: Sins of the Savior","Angelo Battistini",ACTOR,2020,NULL,57,documentation,IT,1,7.8,1488
"SanPa: Sins of the Savior","Vincenzo Andreucci",ACTOR,2020,NULL,57,documentation,IT,1,7.8,1488
"Komi Can't Communicate","Takahisa Masuda",ACTOR,2021,TV-14,24,drama,JP,2,7.8,4358
"SanPa: Sins of the Savior","Walter Delogu",ACTOR,2020,NULL,57,documentation,IT,1,7.8,1488
"SanPa: Sins of the Savior","Vincenzo Muccioli",ACTOR,2020,NULL,57,documentation,IT,1,7.8,1488
Charité,"Nicholas Reinke",ACTOR,2017,TV-MA,49,drama,DE,3,7.8,3274
iZombie,"Aly Michalka",ACTOR,2015,TV-14,42,scifi,US,5,7.8,66488
"My Name","Chang Ryul",ACTOR,2021,TV-MA,50,thriller,KR,1,7.8,18446
"Unsolved: The Murders of Tupac and The Notorious B.I.G.","Dominic L. Santana",ACTOR,2018,TV-MA,45,crime,US,1,7.8,7651
"The Challenge","T.J. Lavin",ACTOR,1998,TV-14,40,reality,US,37,7.8,3274
"Girls from Ipanema","Gustavo Machado",ACTOR,2019,TV-MA,57,drama,BR,2,7.8,3423
Mine,"Jo Eun-soul",ACTOR,2021,TV-14,69,drama,KR,1,7.8,1101
"The Innocent","Anna Alarcón",ACTOR,2021,TV-MA,58,crime,ES,1,7.8,29019
"Workin' Moms","Han Ji-sang",ACTOR,2017,TV-MA,22,comedy,CA,6,7.8,14892
"Secret Agent Selection: WW2","Douglas Henshall",ACTOR,2018,NULL,59,war,GB,1,7.8,551
"Check The Store Next Door","Ernest Prakasa",ACTOR,2018,TV-14,30,comedy,ID,2,7.8,129
"Baby Ballroom","Warren Bullock",ACTOR,2017,NULL,45,documentation,,2,7.8,198
"Baby Ballroom","Jane Bullock",ACTOR,2017,NULL,45,documentation,,2,7.8,198
"Check The Store Next Door","Andi Awwe Wijaya",ACTOR,2018,TV-14,30,comedy,ID,2,7.8,129
"The Staircase","Bill Peterson",ACTOR,2004,TV-MA,49,crime,FR,2,7.8,21531
