Title,"Actor Name",Role,"Released Year","Age Certification",Runtime,Genre,"Production Countries","Seasons Broadcasted","IMDB Score","Number of Votes"
Kakegurui,"Taishi Nakagawa",ACTOR,2018,TV-MA,30,drama,JP,2,6.8,966
"She's Gotta Have It","Anthony Ramos",ACTOR,2017,TV-MA,32,comedy,US,2,6.8,4624
"Inventing Anna","Kyle Beltran",ACTOR,2022,TV-MA,68,drama,US,1,6.8,54105
"The Barrier","Eleonora Wexler",ACTOR,2020,TV-MA,52,scifi,ES,1,6.8,3447
"Senora Acero","Rodrigo Guirao Díaz",ACTOR,2014,TV-MA,43,crime,US,5,6.8,375
1983,"Michalina Olszańska",ACTOR,2018,TV-MA,57,drama,PL,1,6.8,4173
"Sick Note","Belinda Stewart-Wilson",ACTOR,2017,TV-MA,24,comedy,GB,2,6.8,7173
"Inventing Anna","Chris Cafero",ACTOR,2022,TV-MA,68,drama,US,1,6.8,54105
Kakegurui,"Minami Hamabe",ACTOR,2018,TV-MA,30,drama,JP,2,6.8,966
"High Seas","Alejandra Onieva",ACTOR,2019,TV-MA,45,drama,ES,4,6.8,7154
Kakegurui,"Yurika Nakamura",ACTOR,2018,TV-MA,30,drama,JP,2,6.8,966
"The Barrier","Olivia Molina",ACTOR,2020,TV-MA,52,scifi,ES,1,6.8,3447
"Triad Princess","Cecilia Choi",ACTOR,2019,NULL,45,drama,TW,1,6.8,658
Tidelands,"Elsa Pataky",ACTOR,2018,TV-MA,42,scifi,AU,1,6.8,7727
"El Dragón: Return of a Warrior","Irina Baeva",ACTOR,2019,TV-MA,53,action,US,2,6.8,1853
"Degrassi: Next Class","Ehren Kassam",ACTOR,2016,TV-PG,24,drama,CA,6,6.8,3205
"Degrassi: Next Class","Chelsea Clark",ACTOR,2016,TV-PG,24,drama,CA,6,6.8,3205
"Degrassi: Next Class","Dante Scott",ACTOR,2016,TV-PG,24,drama,CA,6,6.8,3205
"The Day I Met El Chapo: The Kate del Castillo Story","Fabiola Campomanes",ACTOR,2017,TV-MA,55,documentation,MX,1,6.8,1073
"El Dragón: Return of a Warrior","Juan Pablo Gil",ACTOR,2019,TV-MA,53,action,US,2,6.8,1853
"The Parkers","Yvette Wilson",ACTOR,1999,TV-PG,19,comedy,US,5,6.8,2346
"Inventing Anna","Kate Burton",ACTOR,2022,TV-MA,68,drama,US,1,6.8,54105
"Sick Note","Wanda Opalinska",ACTOR,2017,TV-MA,24,comedy,GB,2,6.8,7173
"The Parkers","Ken Lawson",ACTOR,1999,TV-PG,19,comedy,US,5,6.8,2346
"The Day I Met El Chapo: The Kate del Castillo Story","Sabina Berman",ACTOR,2017,TV-MA,55,documentation,MX,1,6.8,1073
"Three Days of Christmas","Victoria Abril",ACTOR,2019,NULL,58,drama,,1,6.8,1243
"The Could've-Gone-All-the-Way Committee","Mai Shiraishi",ACTOR,2018,TV-14,24,comedy,JP,1,6.8,102
"Human: The World Within","Jad Abumrad",ACTOR,2021,TV-PG,52,documentation,US,1,6.8,697
1983,"Maciej Musiał",ACTOR,2018,TV-MA,57,drama,PL,1,6.8,4173
"Framed! A Sicilian Murder Mystery","Anna Favella",ACTOR,2022,TV-MA,31,comedy,IT,1,6.8,900
"The Fierce Wife","Janel Tsai",ACTOR,2010,TV-MA,59,drama,TW,1,6.8,90
"The Parkers",Mo'Nique,ACTOR,1999,TV-PG,19,comedy,US,5,6.8,2346
"Oktoberfest: Beer & Blood","Hans Stadlbauer",ACTOR,2020,TV-MA,48,drama,DE,1,6.8,2119
"Masaba Masaba","Smaran Sahu",ACTOR,2020,TV-MA,31,comedy,IN,2,6.8,1746
"Senora Acero","Andrés Palacios",ACTOR,2014,TV-MA,43,crime,US,5,6.8,375
"Sick Note","Seb Cardinal",ACTOR,2017,TV-MA,24,comedy,GB,2,6.8,7173
"Love Alarm","Lee Jae-eung",ACTOR,2019,TV-MA,49,scifi,KR,2,6.8,5262
"Sick Note","Marama Corlett",ACTOR,2017,TV-MA,24,comedy,GB,2,6.8,7173
"The Fierce Wife","Pan Lili",ACTOR,2010,TV-MA,59,drama,TW,1,6.8,90
"Les de l'hoquei","Mireia Aixalà",ACTOR,2019,TV-MA,50,sport,ES,2,6.8,429
"Oktoberfest: Beer & Blood","Irina Wanka",ACTOR,2020,TV-MA,48,drama,DE,1,6.8,2119
"The Day I Met El Chapo: The Kate del Castillo Story","Don Francisco",ACTOR,2017,TV-MA,55,documentation,MX,1,6.8,1073
Biohackers,"Jessica Schwarz",ACTOR,2020,TV-MA,42,scifi,DE,2,6.8,9346
"The Fierce Wife","Patrick Li",ACTOR,2010,TV-MA,59,drama,TW,1,6.8,90
"Sick Note","Rupert Grint",ACTOR,2017,TV-MA,24,comedy,GB,2,6.8,7173
Baby,"Massimo Poggio",ACTOR,2018,TV-MA,45,drama,IT,3,6.8,10990
"History 101","Natalie Silverman",ACTOR,2020,TV-PG,22,documentation,GB,1,6.8,4031
"The Prince Who Turns into a Frog","Gino Tsai",ACTOR,2005,TV-14,44,drama,TW,1,6.8,128
Fallet,"Tomas von Brömssen",ACTOR,2017,TV-MA,28,drama,SE,1,6.8,1873
"Mossad 101","Hana Laslo",ACTOR,2015,TV-MA,42,action,IL,2,6.8,632
"Framed! A Sicilian Murder Mystery","Marianna Di Martino",ACTOR,2022,TV-MA,31,comedy,IT,1,6.8,900
"High Seas","Ivana Baquero",ACTOR,2019,TV-MA,45,drama,ES,4,6.8,7154
"Ashley Garcia: Genius in Love","Jencarlos Canela",ACTOR,2020,TV-PG,30,comedy,US,3,6.8,1183
"Anxious People","Dan Ekborg",ACTOR,2021,TV-MA,29,crime,SE,1,6.8,3709
Kakegurui,"Yuma Yamoto",ACTOR,2018,TV-MA,30,drama,JP,2,6.8,966
"Oktoberfest: Beer & Blood","Vladimir Burlakov",ACTOR,2020,TV-MA,48,drama,DE,1,6.8,2119
Baby,"Riccardo Mandolini",ACTOR,2018,TV-MA,45,drama,IT,3,6.8,10990
Fallet,"Lia Boysen",ACTOR,2017,TV-MA,28,drama,SE,1,6.8,1873
"Senora Acero","Diego Soldano",ACTOR,2014,TV-MA,43,crime,US,5,6.8,375
"Best Lover","jia zheng yu",ACTOR,2016,TV-14,45,drama,CN,1,6.8,74
"Sick Note","Karl Theobald",ACTOR,2017,TV-MA,24,comedy,GB,2,6.8,7173
"Degrassi: Next Class","Parham Rownaghi",ACTOR,2016,TV-PG,24,drama,CA,6,6.8,3205
Dracula,"Morfydd Clark",ACTOR,2020,TV-MA,88,action,GB,1,6.8,45971
Kakegurui,"Ruka Matsuda",ACTOR,2018,TV-MA,30,drama,JP,2,6.8,966
Dinotrux,"Doron Bell",ACTOR,2015,TV-Y7,23,action,US,5,6.8,458
"The Barrier","Abel Folk",ACTOR,2020,TV-MA,52,scifi,ES,1,6.8,3447
"Senora Acero","Michel Duval",ACTOR,2014,TV-MA,43,crime,US,5,6.8,375
"The Mess You Leave Behind","Susana Dans",ACTOR,2020,TV-MA,45,thriller,ES,1,6.8,8848
Biohackers,"Thomas Prenn",ACTOR,2020,TV-MA,42,scifi,DE,2,6.8,9346
"Oktoberfest: Beer & Blood","Rainer Maria Schießler",ACTOR,2020,TV-MA,48,drama,DE,1,6.8,2119
"Oktoberfest: Beer & Blood","Eisi Gulp",ACTOR,2020,TV-MA,48,drama,DE,1,6.8,2119
Kakegurui,"Mahiro Takasugi",ACTOR,2018,TV-MA,30,drama,JP,2,6.8,966
"DC's Legends of Tomorrow","Lisseth Chavez",ACTOR,2016,TV-14,42,scifi,US,7,6.8,101178
Disjointed,"Elizabeth Alderfer",ACTOR,2017,TV-MA,27,comedy,US,2,6.8,9980
EastSiders,"Leith M. Burke",ACTOR,2012,TV-MA,22,drama,US,4,6.8,2723
Disjointed,"Douglas Baldwin",ACTOR,2017,TV-MA,27,comedy,US,2,6.8,9980
"Warrior Nun","Lorena Andrea",ACTOR,2020,TV-MA,43,scifi,US,1,6.8,29164
Biohackers,"Caro Cult",ACTOR,2020,TV-MA,42,scifi,DE,2,6.8,9346
"The Day I Met El Chapo: The Kate del Castillo Story","Roxanna Castellanos",ACTOR,2017,TV-MA,55,documentation,MX,1,6.8,1073
Borderliner,"Johanne Dal-Lewkovitch",ACTOR,2017,TV-MA,49,drama,NO,1,6.8,3999
"Inventing Anna","Armand Schultz",ACTOR,2022,TV-MA,68,drama,US,1,6.8,54105
"Mossad 101","Liron Vaisman",ACTOR,2015,TV-MA,42,action,IL,2,6.8,632
Kakegurui,"Kiyo Matsumoto",ACTOR,2018,TV-MA,30,drama,JP,2,6.8,966
Kakegurui,"Natsumi Okamoto",ACTOR,2018,TV-MA,30,drama,JP,2,6.8,966
"DC's Legends of Tomorrow","Tala Ashe",ACTOR,2016,TV-14,42,scifi,US,7,6.8,101178
Baby,"Galatea Ranzi",ACTOR,2018,TV-MA,45,drama,IT,3,6.8,10990
"Sick Note","Dustin Demri-Burns",ACTOR,2017,TV-MA,24,comedy,GB,2,6.8,7173
"Paradise PD","Cedric Yarbrough",ACTOR,2018,TV-MA,27,comedy,US,3,6.8,17779
"Degrassi: Next Class","Ana Golja",ACTOR,2016,TV-PG,24,drama,CA,6,6.8,3205
"Degrassi: Next Class","Olivia Scriven",ACTOR,2016,TV-PG,24,drama,CA,6,6.8,3205
"Degrassi: Next Class","Lyle O'Donohoe",ACTOR,2016,TV-PG,24,drama,CA,6,6.8,3205
"Degrassi: Next Class","Ricardo Hoyos",ACTOR,2016,TV-PG,24,drama,CA,6,6.8,3205
"Degrassi: Next Class","André Dae Kim",ACTOR,2016,TV-PG,24,drama,CA,6,6.8,3205
"Degrassi: Next Class","Eric Osborne",ACTOR,2016,TV-PG,24,drama,CA,6,6.8,3205
"Degrassi: Next Class","Nikki Gould",ACTOR,2016,TV-PG,24,drama,CA,6,6.8,3205
"Degrassi: Next Class","Amanda Arcuri",ACTOR,2016,TV-PG,24,drama,CA,6,6.8,3205
"Degrassi: Next Class","Reiya Downs",ACTOR,2016,TV-PG,24,drama,CA,6,6.8,3205
"DC's Legends of Tomorrow","Matt Ryan",ACTOR,2016,TV-14,42,scifi,US,7,6.8,101178
"DC's Legends of Tomorrow","Jes Macallan",ACTOR,2016,TV-14,42,scifi,US,7,6.8,101178
"DC's Legends of Tomorrow","Olivia Swann",ACTOR,2016,TV-14,42,scifi,US,7,6.8,101178
"Senora Acero","Oscar Priego",ACTOR,2014,TV-MA,43,crime,US,5,6.8,375
"Les de l'hoquei","Mireia Oriol",ACTOR,2019,TV-MA,50,sport,ES,2,6.8,429
Baby,"Mirko Trovato",ACTOR,2018,TV-MA,45,drama,IT,3,6.8,10990
"Sick Note","Jenny Bede",ACTOR,2017,TV-MA,24,comedy,GB,2,6.8,7173
"The Parkers","Countess Vaughn",ACTOR,1999,TV-PG,19,comedy,US,5,6.8,2346
"The Upshaws","Kim Fields",ACTOR,2021,TV-14,30,comedy,US,2,6.8,2296
"Ashley Garcia: Genius in Love","Haley Pullos",ACTOR,2020,TV-PG,30,comedy,US,3,6.8,1183
"Inventing Anna","Rebecca Henderson",ACTOR,2022,TV-MA,68,drama,US,1,6.8,54105
"Love Alarm","Yoon Na-moo",ACTOR,2019,TV-MA,49,scifi,KR,2,6.8,5262
"Oktoberfest: Beer & Blood","Angela Ascher",ACTOR,2020,TV-MA,48,drama,DE,1,6.8,2119
"Senora Acero","Arap Bethke",ACTOR,2014,TV-MA,43,crime,US,5,6.8,375
"Inventing Anna","Sammer Usmani",ACTOR,2022,TV-MA,68,drama,US,1,6.8,54105
"The Mess You Leave Behind","Federico Pérez Rey",ACTOR,2020,TV-MA,45,thriller,ES,1,6.8,8848
"The Upshaws","Page Kennedy",ACTOR,2021,TV-14,30,comedy,US,2,6.8,2296
"Oktoberfest: Beer & Blood","Sibylle Canonica",ACTOR,2020,TV-MA,48,drama,DE,1,6.8,2119
"Masaba Masaba","Sunita Rajwar",ACTOR,2020,TV-MA,31,comedy,IN,2,6.8,1746
"Three Days of Christmas","Alicia Borrachero",ACTOR,2019,NULL,58,drama,,1,6.8,1243
Fallet,"Erik Madsen",ACTOR,2017,TV-MA,28,drama,SE,1,6.8,1873
"Inventing Anna","Olivia Khoshatefeh",ACTOR,2022,TV-MA,68,drama,US,1,6.8,54105
Knightfall,"Simon Merrells",ACTOR,2017,TV-14,44,action,US,2,6.7,19809
Collateral,"Billie Piper",ACTOR,2018,TV-MA,57,drama,GB,1,6.7,17304
Daybreak,"Chelsea Zhang",ACTOR,2019,TV-MA,44,scifi,US,1,6.7,19398
Collateral,"John Simm",ACTOR,2018,TV-MA,57,drama,GB,1,6.7,17304
Fartsa,"Aleksey Kiryushchenko",ACTOR,2015,TV-14,60,crime,RU,1,6.7,195
"Unrequited Love","Zhu Yan Man Zi",ACTOR,2017,NULL,39,drama,JP,1,6.7,10
"Jupiter's Legacy","Mike Wade",ACTOR,2021,TV-MA,45,scifi,US,1,6.7,37235
"Fuller House","Andrea Barber",ACTOR,2016,TV-Y7,27,comedy,US,5,6.7,27148
"Fuller House","Elias Harger",ACTOR,2016,TV-Y7,27,comedy,US,5,6.7,27148
"Fuller House","Soni Bringas",ACTOR,2016,TV-Y7,27,comedy,US,5,6.7,27148
"Fuller House","Michael Campion",ACTOR,2016,TV-Y7,27,comedy,US,5,6.7,27148
"The Bureau of Magical Things","Julian Cullen",ACTOR,2018,TV-G,23,scifi,AU,2,6.7,1914
"Mako Mermaids: An H2O Adventure","Isabel Durant",ACTOR,2013,TV-G,25,scifi,AU,4,6.7,3924
Riverdale,"Lili Reinhart",ACTOR,2017,TV-14,42,thriller,US,6,6.7,139154
Slasher,"Paula Brancati",ACTOR,2016,TV-MA,46,drama,CA,4,6.7,14071
Fartsa,"Daniel Chernish",ACTOR,2015,TV-14,60,crime,RU,1,6.7,195
Fartsa,"Anatoliy Golub",ACTOR,2015,TV-14,60,crime,RU,1,6.7,195
Fartsa,"Viktor Bogushevich",ACTOR,2015,TV-14,60,crime,RU,1,6.7,195
Fartsa,"Svetlana Kozhemyakina",ACTOR,2015,TV-14,60,crime,RU,1,6.7,195
Fartsa,"Konstantin Voronov",ACTOR,2015,TV-14,60,crime,RU,1,6.7,195
Fartsa,"Nadezhda Antzipovich",ACTOR,2015,TV-14,60,crime,RU,1,6.7,195
"Mako Mermaids: An H2O Adventure","Dominic Deutscher",ACTOR,2013,TV-G,25,scifi,AU,4,6.7,3924
"The Bureau of Magical Things","Jamie Carter",ACTOR,2018,TV-G,23,scifi,AU,2,6.7,1914
"The Bureau of Magical Things","Rainbow Wedell",ACTOR,2018,TV-G,23,scifi,AU,2,6.7,1914
"The Bureau of Magical Things","Elizabeth Cullen",ACTOR,2018,TV-G,23,scifi,AU,2,6.7,1914
"The Bureau of Magical Things","Mia Milnes",ACTOR,2018,TV-G,23,scifi,AU,2,6.7,1914
"Jupiter's Legacy","Andrew Horton",ACTOR,2021,TV-MA,45,scifi,US,1,6.7,37235
Daybreak,"Austin Crute",ACTOR,2019,TV-MA,44,scifi,US,1,6.7,19398
"The Many Faces of Ito","Nozomi Sasaki",ACTOR,2017,NULL,30,drama,JP,1,6.7,244
"Coming Out Colton","Colton Underwood",ACTOR,2021,TV-MA,36,reality,US,1,6.7,1087
"Mako Mermaids: An H2O Adventure","John O'Brien",ACTOR,2013,TV-G,25,scifi,AU,4,6.7,3924
"Mako Mermaids: An H2O Adventure","Brooke Nichole Lee",ACTOR,2013,TV-G,25,scifi,AU,4,6.7,3924
"JAPAN SINKS: People of Hope","Anne Watanabe",ACTOR,2021,TV-14,54,scifi,JP,1,6.7,404
Warrior,"Kasper Leisner",ACTOR,2018,TV-MA,42,action,DK,1,6.7,1966
"My Husband Won't Fit","Harumi Shikata",ACTOR,2019,TV-MA,34,drama,JP,1,6.7,798
"My Husband Won't Fit","Chiba Masako",ACTOR,2019,TV-MA,34,drama,JP,1,6.7,798
"Take My Brother Away","Lu Xiaoyu",ACTOR,2018,NULL,46,comedy,,1,6.7,161
"Unrequited Love","Zhao Shunran",ACTOR,2017,NULL,39,drama,JP,1,6.7,10
"Unrequited Love","Shen Yu",ACTOR,2017,NULL,39,drama,JP,1,6.7,10
"Unrequited Love","Chen Mengqin",ACTOR,2017,NULL,39,drama,JP,1,6.7,10
"Unrequited Love","Chen Jiawen",ACTOR,2017,NULL,39,drama,JP,1,6.7,10
"Unrequited Love","Zhang Zhehao",ACTOR,2017,NULL,39,drama,JP,1,6.7,10
"Unrequited Love","Huang Shichao",ACTOR,2017,NULL,39,drama,JP,1,6.7,10
"Unrequited Love","He Meixuan",ACTOR,2017,NULL,39,drama,JP,1,6.7,10
"Mako Mermaids: An H2O Adventure","Gemma Forsyth",ACTOR,2013,TV-G,25,scifi,AU,4,6.7,3924
"Mako Mermaids: An H2O Adventure","Kerith Atkinson",ACTOR,2013,TV-G,25,scifi,AU,4,6.7,3924
Sintonia,"Bruna Mascarenhas",ACTOR,2019,TV-MA,44,crime,BR,2,6.7,1067
Sintonia,"M.C. Jottapê",ACTOR,2019,TV-MA,44,crime,BR,2,6.7,1067
"The Unlisted","Ved Rao",ACTOR,2019,NULL,10,family,AU,1,6.7,899
"The Unlisted","Vrund Rao",ACTOR,2019,NULL,10,family,AU,1,6.7,899
"The Unlisted","Abigail Adriano",ACTOR,2019,NULL,10,family,AU,1,6.7,899
Daybreak,"Jeanté Godlock",ACTOR,2019,TV-MA,44,scifi,US,1,6.7,19398
Daybreak,"Jon LeVert",ACTOR,2019,TV-MA,44,scifi,US,1,6.7,19398
"Wheel of Fortune","Vanna White",ACTOR,1983,TV-G,26,family,US,39,6.7,3126
"Jupiter's Legacy","Ben Daniels",ACTOR,2021,TV-MA,45,scifi,US,1,6.7,37235
"Black Space","Reut Alush",ACTOR,2020,TV-MA,46,crime,IL,2,6.7,1758
Slasher,"Patrice Goodman",ACTOR,2016,TV-MA,46,drama,CA,4,6.7,14071
"Black Space","Guri Alfi",ACTOR,2020,TV-MA,46,crime,IL,2,6.7,1758
"Part-Time Idol",Haha,ACTOR,2017,TV-14,40,drama,KR,1,6.7,108
Fartsa,"Aleksandr Yatsenko",ACTOR,2015,TV-14,60,crime,RU,1,6.7,195
"Tribes of Europa","David Ali Rashed",ACTOR,2021,TV-MA,47,scifi,DE,1,6.7,11794
"Eternally Confused and Eager for Love","Ankur Rathee",ACTOR,2022,TV-MA,23,comedy,IN,1,6.7,1302
"Jupiter's Legacy","Matt Lanter",ACTOR,2021,TV-MA,45,scifi,US,1,6.7,37235
Knightfall,"Ed Stoppard",ACTOR,2017,TV-14,44,action,US,2,6.7,19809
"Blood Pact","Ravel Cabral",ACTOR,2018,NULL,60,drama,BR,1,6.7,140
"Barbie: Dreamhouse Adventures","Desirae Whitfield",ACTOR,2018,TV-Y,22,comedy,US,5,6.7,525
Intersection,"Ege Aydan",ACTOR,2016,TV-MA,97,drama,TR,2,6.7,1152
"Black Space","Yehonatan Vilozny",ACTOR,2020,TV-MA,46,crime,IL,2,6.7,1758
Fartsa,"Taisiya Vilkova",ACTOR,2015,TV-14,60,crime,RU,1,6.7,195
"Black Space","Yoav Rotman",ACTOR,2020,TV-MA,46,crime,IL,2,6.7,1758
"Black Space","Assi Levy",ACTOR,2020,TV-MA,46,crime,IL,2,6.7,1758
"The Many Faces of Ito","Kei Tanaka",ACTOR,2017,NULL,30,drama,JP,1,6.7,244
BAKI,"Issei Futamata",ACTOR,2018,TV-MA,24,action,JP,3,6.7,5706
"Black Space","Gily Itskovitch",ACTOR,2020,TV-MA,46,crime,IL,2,6.7,1758
"JAPAN SINKS: People of Hope","Manabu Hamada",ACTOR,2021,TV-14,54,scifi,JP,1,6.7,404
Collateral,"Hayley Squires",ACTOR,2018,TV-MA,57,drama,GB,1,6.7,17304
"Black Space","Noam Karmeli",ACTOR,2020,TV-MA,46,crime,IL,2,6.7,1758
"My Husband Won't Fit","Natsumi Ishibashi",ACTOR,2019,TV-MA,34,drama,JP,1,6.7,798
"Take My Brother Away","Li Yitong",ACTOR,2018,NULL,46,comedy,,1,6.7,161
Sintonia,"Lorena Jorge",ACTOR,2019,TV-MA,44,crime,BR,2,6.7,1067
"Vendetta: Truth, Lies and The Mafia","Silvana Saguto",ACTOR,2021,TV-MA,39,documentation,,1,6.7,232
Sintonia,"Luciano Bortoluzzi",ACTOR,2019,TV-MA,44,crime,BR,2,6.7,1067
Sintonia,"Vinícius de Oliveira",ACTOR,2019,TV-MA,44,crime,BR,2,6.7,1067
Fartsa,"Lyudmila Arinina",ACTOR,2015,TV-14,60,crime,RU,1,6.7,195
Fartsa,"Aleksandr Lyapin",ACTOR,2015,TV-14,60,crime,RU,1,6.7,195
Sintonia,"Jefferson Silvério",ACTOR,2019,TV-MA,44,crime,BR,2,6.7,1067
Sintonia,"Julia Yamaguchi",ACTOR,2019,TV-MA,44,crime,BR,2,6.7,1067
"Swap Shop",J.D,ACTOR,2021,TV-14,30,reality,US,2,6.7,325
"Swap Shop",Doug,ACTOR,2021,TV-14,30,reality,US,2,6.7,325
"Swap Shop",Jen,ACTOR,2021,TV-14,30,reality,US,2,6.7,325
"Swap Shop",Sammy,ACTOR,2021,TV-14,30,reality,US,2,6.7,325
"Swap Shop",Mark,ACTOR,2021,TV-14,30,reality,US,2,6.7,325
"Swap Shop",Bobby,ACTOR,2021,TV-14,30,reality,US,2,6.7,325
Sintonia,"Yumarie Morales",ACTOR,2019,TV-MA,44,crime,BR,2,6.7,1067
Fartsa,"Ekaterina Volkova",ACTOR,2015,TV-14,60,crime,RU,1,6.7,195
iCarly,"Jerry Trainor",ACTOR,2007,TV-G,26,comedy,US,6,6.7,38281
Intersection,"İbrahim Çelikkol",ACTOR,2016,TV-MA,97,drama,TR,2,6.7,1152
Intersection,"Rojda Demirer",ACTOR,2016,TV-MA,97,drama,TR,2,6.7,1152
Intersection,"Ali Tutal",ACTOR,2016,TV-MA,97,drama,TR,2,6.7,1152
Intersection,"Gözde Çığacı",ACTOR,2016,TV-MA,97,drama,TR,2,6.7,1152
"Tribes of Europa","Hoji Fortuna",ACTOR,2021,TV-MA,47,scifi,DE,1,6.7,11794
Fartsa,"Zoya Berber",ACTOR,2015,TV-14,60,crime,RU,1,6.7,195
Paranoid,"Christiane Paul",ACTOR,2016,NULL,44,crime,GB,1,6.7,8343
Fartsa,"Elena Antipova",ACTOR,2015,TV-14,60,crime,RU,1,6.7,195
Intersection,"Teoman Kumbaracıbaşı",ACTOR,2016,TV-MA,97,drama,TR,2,6.7,1152
Fartsa,"Aleksey Vesyolkin",ACTOR,2015,TV-14,60,crime,RU,1,6.7,195
"Blood Pact","André Ramiro",ACTOR,2018,NULL,60,drama,BR,1,6.7,140
Collateral,"Jeany Spark",ACTOR,2018,TV-MA,57,drama,GB,1,6.7,17304
Fartsa,"Fillip Gorenshtein",ACTOR,2015,TV-14,60,crime,RU,1,6.7,195
Fartsa,"Maksim Emelyanov",ACTOR,2015,TV-14,60,crime,RU,1,6.7,195
Mythomaniac,"Marina Hands",ACTOR,2019,TV-MA,46,comedy,FR,2,6.7,1274
"The Bureau of Magical Things","Kimie Tsukakoshi",ACTOR,2018,TV-G,23,scifi,AU,2,6.7,1914
"JAPAN SINKS: People of Hope","Eiji Wentz",ACTOR,2021,TV-14,54,scifi,JP,1,6.7,404
Fartsa,"Andrey Dushechkin",ACTOR,2015,TV-14,60,crime,RU,1,6.7,195
"Black Space","Oneg Efron",ACTOR,2020,TV-MA,46,crime,IL,2,6.7,1758
"Vendetta: Truth, Lies and The Mafia","Pino Maniaci",ACTOR,2021,TV-MA,39,documentation,,1,6.7,232
Mythomaniac,"Mathieu Demy",ACTOR,2019,TV-MA,46,comedy,FR,2,6.7,1274
"Black Space","Liana Ayun",ACTOR,2020,TV-MA,46,crime,IL,2,6.7,1758
Intersection,"Saadet Işıl Aksoy",ACTOR,2016,TV-MA,97,drama,TR,2,6.7,1152
Collateral,"Nathaniel Martello-White",ACTOR,2018,TV-MA,57,drama,GB,1,6.7,17304
"My Husband Won't Fit","Tomiyuki Kunihiro",ACTOR,2019,TV-MA,34,drama,JP,1,6.7,798
Mythomaniac,"Marie Drion",ACTOR,2019,TV-MA,46,comedy,FR,2,6.7,1274
Knightfall,"Tom Cullen",ACTOR,2017,TV-14,44,action,US,2,6.7,19809
Knightfall,"Pádraic Delaney",ACTOR,2017,TV-14,44,action,US,2,6.7,19809
Riverdale,"Mädchen Amick",ACTOR,2017,TV-14,42,thriller,US,6,6.7,139154
Slasher,"Christopher Jacot",ACTOR,2016,TV-MA,46,drama,CA,4,6.7,14071
Sintonia,"Leilah Moreno",ACTOR,2019,TV-MA,44,crime,BR,2,6.7,1067
Warrior,"Marco Ilsø",ACTOR,2018,TV-MA,42,action,DK,1,6.7,1966
"Wheel of Fortune","Pat Sajak",ACTOR,1983,TV-G,26,family,US,39,6.7,3126
"Jimmy Savile: A British Horror Story","Jimmy Savile",ACTOR,2022,TV-MA,85,crime,GB,1,6.7,4711
"JAPAN SINKS: People of Hope","Kenichi Matsuyama",ACTOR,2021,TV-14,54,scifi,JP,1,6.7,404
"Take My Brother Away","Wang Xudong",ACTOR,2018,NULL,46,comedy,,1,6.7,161
"Mako Mermaids: An H2O Adventure","Laura Keneally",ACTOR,2013,TV-G,25,scifi,AU,4,6.7,3924
"Private Lives","Kim Hyo-jin",ACTOR,2020,NULL,67,action,KR,1,6.7,595
Fartsa,"Yevgeni Tsyganov",ACTOR,2015,TV-14,60,crime,RU,1,6.7,195
BAKI,"Yoshihisa Kawahara",ACTOR,2018,TV-MA,24,action,JP,3,6.7,5706
"The Order","Adam DiMarco",ACTOR,2019,TV-MA,48,scifi,US,2,6.7,27286
Fartsa,"Evgeniy Stychkin",ACTOR,2015,TV-14,60,crime,RU,1,6.7,195
"The Bureau of Magical Things","Melanie Zanetti",ACTOR,2018,TV-G,23,scifi,AU,2,6.7,1914
Fartsa,"Aleksey Serebryakov",ACTOR,2015,TV-14,60,crime,RU,1,6.7,195
Slasher,"Jeananne Goossen",ACTOR,2016,TV-MA,46,drama,CA,4,6.7,14071
iCarly,"Miranda Cosgrove",ACTOR,2007,TV-G,26,comedy,US,6,6.7,38281
Paranoid,"Lesley Sharp",ACTOR,2016,NULL,44,crime,GB,1,6.7,8343
Collateral,Ahd,ACTOR,2018,TV-MA,57,drama,GB,1,6.7,17304
"My Husband Won't Fit","Satoru Matsuo",ACTOR,2019,TV-MA,34,drama,JP,1,6.7,798
"Tribes of Europa","Oliver Masucci",ACTOR,2021,TV-MA,47,scifi,DE,1,6.7,11794
Knightfall,"Julian Ovenden",ACTOR,2017,TV-14,44,action,US,2,6.7,19809
"Tribes of Europa","Melika Foroutan",ACTOR,2021,TV-MA,47,scifi,DE,1,6.7,11794
Slasher,"Rachael Crawford",ACTOR,2016,TV-MA,46,drama,CA,4,6.7,14071
Daybreak,"Sophie Simnett",ACTOR,2019,TV-MA,44,scifi,US,1,6.7,19398
Riverdale,"Casey Cott",ACTOR,2017,TV-14,42,thriller,US,6,6.7,139154
"JAPAN SINKS: People of Hope","Anne Nakamura",ACTOR,2021,TV-14,54,scifi,JP,1,6.7,404
Collateral,"July Namir",ACTOR,2018,TV-MA,57,drama,GB,1,6.7,17304
"My Husband Won't Fit","Mariko Tsutsui",ACTOR,2019,TV-MA,34,drama,JP,1,6.7,798
Collateral,"Kae Alexander",ACTOR,2018,TV-MA,57,drama,GB,1,6.7,17304
Daybreak,"Cody Kearsley",ACTOR,2019,TV-MA,44,scifi,US,1,6.7,19398
"Bangkok Love Stories 2: Innocence","Max Nattapol Diloknawarit",ACTOR,2018,NULL,47,drama,TH,1,6.7,199
"Part-Time Idol","Kim Min-kyo",ACTOR,2017,TV-14,40,drama,KR,1,6.7,108
